case	stub_va	table_va	table_delta	template_fn_va	fn_size	class_name	prop_members	fn_members
502	0x158b27c	0x565d328	-67967188	0x15f472c	904	CherryTeam	id;curHp;isLoss;lossFixTime;camp;isSettlement;maxWinStreak;curWinStreak;curLossStreak;maxLossStreak;iTrapGroupNum;iTransGroupNum;iSummonedGroupNum;isSurrender;surrenderTime;endRound;rank;noDeadWinRoundNum;deadWinRoundNum	
503	0x158b288	0x565d32c	-67967176	0x15f4b18	760	CherryDataMgr	curRound;curDuration;curRoundStartFrameCount;maxRound;curFightRound;curRoundType;teamInitHP;lossTeamNum;activePixiu;targetNpcResId;closeCalPlayerGamePoint;selectedNPCId;selectedGainQuality;preRoundRandomCount;ignoreSecurityCheck	
504	0x158b294	0x565d330	-67967164	0x15f4e74	580	GamePlayComponent	resID;battleId	m_parallelFlowMgr;m_parallelFlowMgr
505	0x158b2a0	0x565d334	-67967152	0x15f511c	256	GamePlayComponentMgr	battleId	
506	0x158b2ac	0x565d338	-67967140	0x15f5274	1152	SubBattle	subBattleType;battleID;state	members;members;heros;heros;map;map
507	0x158b2b8	0x565d33c	-67967128	0x15f5758	364	WayPointParam	x;y;z;hp	
508	0x158b2c4	0x565d340	-67967116	0x15f5928	760	ActorInitialInfo	aiTag;isPreload;ownerObjId;resId;skinId;summonMonsterSkillLevel;roleId;pos;forward;camp;extraHeroBaseInfoIndex;petId;isHero;ignoreRuneSkills;ignoreSummonerSkill	
509	0x158b2d0	0x565d344	-67967104	0x15f5c84	292	ActorMiniMapIconVisibleData	visibleToCamp;refCount	
510	0x158b2dc	0x565d348	-67967092	0x15f5e0c	328	SkillHurtStrengthenUnitRef	uid;addValue;incValue	
511	0x158b2e8	0x565d34c	-67967080	0x15f5fb8	744	ActorComponentMarkHero	markEffectiveCD;markSelectCD;markTriggerResetCD;selectRemainTime;markSelectTime;markHeroType;currentMarkCamp	currentMarkHero;currentMarkHero
512	0x158b2f4	0x565d350	-67967068	0x15f6304	364	ActorComponentFow	bIgnoreGrassLastTime;bIgnoreTerrainLastTime;bInGrassLastTime;lastMapIndex	
513	0x158b300	0x565d354	-67967056	0x15f64d4	640	TargetSystem	targetPriorityPlan;movejoystickCast;auxiliaryWardType;autoBTAttack;targetType;startFrameCount;lastAutoRefreshTypeChangeFrame;defaultTarget;tauntManualTarget;allyTarget;tauntCount;targetAutoRefreshType	
514	0x158b30c	0x565d358	-67967044	0x15f67b8	484	ActorActionAuxiliaryProcessor		actor;actor
515	0x158b318	0x565d35c	-67967032	0x15f6a00	484	ActorFollowAuxiliaryProcessor		universalOpConfig;universalOpConfig
516	0x158b324	0x565d360	-67967020	0x15f6c48	1508	InputBufferAction	seq;skillIndex;buttonDownFrames;tapExtends;syncTargetID;targetPosZ;buttonDownFrameCount;timestamp;lifespan;focusPosZ;focusPosX;casterPosZ;casterPosX;skillID;targetPosX;casterPos;moveForward;casterDir;targetPos;focusPos;type;aimType;forceInputSkill;flashNum;forceInputSkillId;isNormalAttack;isUseSkillOperateData;extendParam	skill;skill
517	0x158b330	0x565d364	-67967008	0x15f7290	652	InputBufferActionLogic	minCastTime;dequeueReason;isAutoAttack;isCancelled;forbidTickNow;isUsed;isDriveByInput;isFollowTooClose;isCharSkillCompolete2Cast;ignoreCastTime;ignoreAudio;copiedSkill	
518	0x158b33c	0x565d368	-67966996	0x15f7580	880	ActorAttackAuxiliaryProcessor	currentSkillIsAutoAttack;canMoveForVisual;canRotateForVisual	currentSkill;currentSkill;curSkillList;curSkillList
519	0x158b348	0x565d36c	-67966984	0x15f7954	484	ActorAuxiliaryProcessor		actor;actor
520	0x158b354	0x565d370	-67966972	0x15f7b9c	1300	ActorComponentAuxiliary		idleProcessor;idleProcessor;attackProcessor;attackProcessor;followProcessor;followProcessor;actionProcessor;actionProcessor
521	0x158b360	0x565d374	-67966960	0x15f8114	256	ActorComponentVisible	lastVisibility	
522	0x158b36c	0x565d378	-67966948	0x15f826c	436	ActorComponentLife	bronFrameCount;lifeTime;maxLifeTime;delayDieTime;alivedTime;lifeTimeType	
523	0x158b378	0x565d37c	-67966936	0x15f8484	572	ActorComponentSummmon	dieSyncCaller;createTime	createSkill;createSkill
524	0x158b384	0x565d380	-67966924	0x15f8724	380	ActorComponentFlowMgr	flowBorn;flowDie;flowRun;flowFakeDie;flowPosture	
525	0x158b390	0x565d384	-67966912	0x15f8904	256	ActorComponentNpcCtrl	lastMoveFrame	
526	0x158b39c	0x565d388	-67966900	0x15f8a5c	436	ActorSpellShieldHitInfo	skillUseGuid;hitFrameCount;skillResId;hitCount;giverId;targetId	
527	0x158b3a8	0x565d38c	-67966888	0x15f8c74	292	ActorSpellShieldMgr	spellShieldStateType;spellShieldRef	
528	0x158b3b4	0x565d390	-67966876	0x15f8dfc	484	ActorVisionMgr		dictSightPosition;dictSightPosition
529	0x158b3c0	0x565d394	-67966864	0x15f9044	256	ActorKnockAnimationMgr	currentKnockIdx	
530	0x158b3cc	0x565d398	-67966852	0x15f919c	256	ActorComponentBuffMgr	skipGiverSourceTrace	
531	0x158b3d8	0x565d39c	-67966840	0x15f92f4	256	SwitchSkillData	skillId	
532	0x158b3e4	0x565d3a0	-67966828	0x15f944c	484	HeroTalentMgr		actor;actor
533	0x158b3f0	0x565d3a4	-67966816	0x15f9694	924	SpellBookRandomSkillMgr	RANDOM_SKILL_COUNT;remainSelectCount;selectedCount;curSelectSkillId;curSelectFreeSkillId;enableFreeUltra;EASTER_EGG_RANDOM_SKILL_COUNT;isEasterEggOpen;curEasterEggSelectFreeSkillId;curEasterEggSelectSlot;gmEasterEggUnlimitedRefresh;isRefreshEasterEggSkill	actor;actor
534	0x158b3fc	0x565d3a8	-67966804	0x15f9a94	484	VirtualSkillMgr		actor;actor
535	0x158b408	0x565d3ac	-67966792	0x15f9cdc	484	FreeSkillMgr		actor;actor
536	0x158b414	0x565d3b0	-67966780	0x15f9f24	436	HeroRandomGainMgr_GainData	resId;level;layerBuffId;gainPickIndex;gainScourceType;needReport	
537	0x158b420	0x565d3b4	-67966768	0x15fa13c	None	HeroRandomGainMgr	RANDOM_GAIN_COUNT;DEFAULT_WEIGHT;selectCardPoolSwitch;gainQualityDic;preRandomDic;curQualityType;gainListGenericCount;gainListFavoriteCount;gainListNormalCount;gainListRecommendCount;iExcludeTag;iIncludeTag;refreshCount;bonusRefreshCount;maxRefreshCount;isGainReady;curRound;curStartRandomRound;lastSelectGainRound;curVersionTag;gainMode;rate_met;rate_manualRefresh;isInDiscoveryStatus;showSwordSelectTime;infoTag1;infoTag2;attackChargeSkillId;attackChargeOperId;forbidManualAdd;maxEnhanceLevel;curEnhanceCard;curEnhanceLevel;curRoundEnhanceNum;curUpgradeRateRate;isGmSetUpgradeRate;showUpgradeCardBtn;maxUpgradeCardNum;lastReRandomId;curCardId;showGainPoolResType;debugLog;isOpenGainLockMode;enableDOM;enableDOMFinal;ultraGmState;frontCardID;isClearingAllGain;extraRefreshCount;needShowFlySword;hasSelectFlySword;LastSelectFlySwordIndex;gmSymbiosisOrMutationGainID;receivePixiuReward;pixiuRefreshedCount;isCollectPixiuReward	actor;actor
538	0x158b42c	0x565d3b8	-67966756	0x15fac28	528	ActorFlow	isEvolve	owner;owner
539	0x158b438	0x565d3bc	-67966744	0x15fae9c	724	SkillEvolveNode	isEvolved;canEvolve;slotIndex;evolveSkillId;originSkillId;canSkillBackswingEvolve	evolveFlow;evolveFlow
540	0x158b444	0x565d3c0	-67966732	0x15fb1d4	292	SkillEvolveMgr	hasEvolveSkill;isSkillEvolving	
541	0x158b450	0x565d3c4	-67966720	0x15fb35c	800	SkillCDMgr	cdSpeed	caster;caster;nodeList;nodeList
542	0x158b45c	0x565d3c8	-67966708	0x15fb6e0	484	PickupSkillMgr		actor;actor
543	0x158b468	0x565d3cc	-67966696	0x15fb928	364	DynamicPassiveSkill	type;priority;skillNum;canOverlay	
544	0x158b474	0x565d3d0	-67966684	0x15fbaf8	436	DynamicActiveSkill	state;skillNum;slotIndex;customItemId;needCustomBtnScale;btnScale	
545	0x158b480	0x565d3d4	-67966672	0x15fbd10	756	DynamicSkillMgr		actor;actor;delayDelSkills;delayDelSkills
546	0x158b48c	0x565d3d8	-67966660	0x15fc068	292	ActorChangeModelMgrLgc_LgcBucket	isChangeInherit;bucketID	
547	0x158b498	0x565d3dc	-67966648	0x15fc1f0	888	SpellBookSkillMgr	currentUSBSkillID;bucketHandle;matHandlerBuffID	actor;actor;matHandlerBuff;matHandlerBuff
548	0x158b4a4	0x565d3e0	-67966636	0x15fc5cc	484	LevelSkillMgr		actor;actor
549	0x158b4b0	0x565d3e4	-67966624	0x15fc814	1068	SummonerSkillMgr	punishOriSkillId;USBSlot;usingUSBSkillID;USBNextSlot;usingNextSlotUSBSkillID;backup_USBSlot;switchProtectTime;enableSwitchS1;enableSwitchS2;curSkillIdSwitchS1;curSkillIdSwitchS2;cachedSkill_1;cachedSkill_2;cachedSkill_1_isFreeSkill;cachedSkill_2_isFreeSkill;flash_slot	actor;actor
550	0x158b4bc	0x565d3e8	-67966612	0x15fcca4	256	GemRuleSkillInfo	ruleType	
551	0x158b4c8	0x565d3ec	-67966600	0x15fcdfc	256	GemSlotSkillInfo	slotIndex	
552	0x158b4d4	0x565d3f0	-67966588	0x15fcf54	484	GemSkillMgr		ownerActor;ownerActor
553	0x158b4e0	0x565d3f4	-67966576	0x15fd19c	328	RuneStatData	runeId;statType;statValue	
554	0x158b4ec	0x565d3f8	-67966564	0x15fd348	484	RuneSkillMgr		actor;actor
555	0x158b4f8	0x565d3fc	-67966552	0x15fd590	628	SkillConsumeMgr	valueGlobal;rateGlobal;valueDic;rateDic	caster;caster
556	0x158b504	0x565d400	-67966540	0x15fd868	None	ActorComponentSkillMgr	isInited;skillsLevel;lastSkillLevelUpTime;minSearchRange;wardSkill	runeSkilMgr;runeSkilMgr;gemSkillMgr;gemSkillMgr;summonerSkillMgr;summonerSkillMgr;levelSkillMgr;levelSkillMgr;spellBookSkillMgr;spellBookSkillMgr;dynamicSkillMgr;dynamicSkillMgr;pickupSkillMgr;pickupSkillMgr;skillEvolveMgr
557	0x158b510	0x565d404	-67966528	0x15feb30	528	ActorComponentFootPrint	cachedTileIdx	cachedTile;cachedTile
558	0x158b51c	0x565d408	-67966516	0x15feda4	536	ActorState	stateId	actor;actor
559	0x158b528	0x565d40c	-67966504	0x15ff020	496	ActorComponentFSM	currentState;lastState;recentlyState;lastAniId;currentAniId;isIgnoreIdleAniState;isKeepCurrentAniPlay;keepAniStateEqualsFSM	
560	0x158b534	0x565d410	-67966492	0x15ff274	292	DamageFixValue	value;hideTips	
561	0x158b540	0x565d414	-67966480	0x15ff3fc	536	AttrNode	constantGet	hooker;hooker
562	0x158b54c	0x565d418	-67966468	0x15ff678	484	AttrData		actor;actor
563	0x158b558	0x565d41c	-67966456	0x15ff8c0	328	AbilityNode	refCount;op_seq;clr_seq	
564	0x158b564	0x565d420	-67966444	0x15ffa6c	484	ActorAbilityMgr		actor;actor
565	0x158b570	0x565d424	-67966432	0x15ffcb4	None	ActorComponentAttribute	kdaSettlement;dashBreakRefNum;fowIgnoreTerrain;fowIgnoreGrass;goldBody;bodyInCannon;shieldBlock;flashNum;brittleNum;invincible;ignoreGrass;isOnHurtDie;ignoreTerrain;isDeadProtected;protectedType;zombieState;isForbidRevive;isForbidResetRevivePos;isBlind;isMoving;smoothRotation;isDead;lockForwardRefcount;lockTarget;diableOtherActorSetForward;IsVisableInDead;isAllowHealHP;isInit;isControlRotate;isRotateToAniAngle;forceMovingFrame;forceMoveingRefcount;rushFollowRefCount;passiveMoveingRefcount;isForbidPassiveMove;disableAtkFollow;knockRefNum;repelRefNum;dashRefNum;attachedRefNum;polyMorphsRefNum;nearsightedRefNum;loseAllySightRefNum;untargetableRefNum;untargetAnyWayRefNum;untargetableExceptTurretRefNum;needFilterCastRefNum;hpBarShowWhenBorn;displayWhenNearsighted;leftHitNum;selectType;level;summonMonsterSkillLevel;filter;lastPosition;bodySize;maxlifeTime;deadlineForSuicide;baseVision;rotateTime;constantMoveSpeed;runFastSpeed;lifeTime	
566	0x158b57c	0x565d428	-67966420	0x1601550	292	FixObstacle	aabb;hashCode	
567	0x158b588	0x565d42c	-67966408	0x16016d8	356	MapGateInfo	gateId;camp;obstaclesWhenClose;obstaclesWhenOpen	
568	0x158b594	0x565d430	-67966396	0x16018a0	484	MapGateManager		gateInfos;gateInfos
569	0x158b5a0	0x565d434	-67966384	0x1601ae8	256	UnitComponentRes	ucType	
570	0x158b5ac	0x565d438	-67966372	0x1601c40	852	UnitComponent	componentType;enabled	owner;owner;res;res
571	0x158b5b8	0x565d43c	-67966360	0x1601ff8	672	Unit	objId;battleID;position;forward;destroyed	components;components
572	0x158b5c4	0x565d440	-67966348	0x16022fc	536	MapInfoPolyline	id	vertices;vertices
573	0x158b5d0	0x565d444	-67966336	0x1602578	292	Point	x;y	
574	0x158b5dc	0x565d448	-67966324	0x1602700	256	MapInfoPoint	id	
575	0x158b5e8	0x565d44c	-67966312	0x1602858	1028	MapInfoPointData		points;points;polylines;polylines;polygons;polygons
576	0x158b5f4	0x565d450	-67966300	0x1602cc0	256	SceneResBase	position	
577	0x158b600	0x565d454	-67966288	0x1602e18	536	SceneRes	forward	path;path
578	0x158b60c	0x565d458	-67966276	0x1603094	672	MapTileConfigResObject	cellSize;packedGrass;packedWall;packedBox;packedWater	sceneAssetObjects;sceneAssetObjects
579	0x158b618	0x565d45c	-67966264	0x1603398	328	FowRadiusFixInfo	startRadius;endRadius;radiusFix	
580	0x158b624	0x565d460	-67966252	0x1603544	328	FowMapCellPatch	x;y;fovType	
581	0x158b630	0x565d464	-67966240	0x16036f0	484	SceneResObstacle		polygon;polygon
582	0x158b63c	0x565d468	-67966228	0x1603938	528	SceneResGrass	grassId	polygon;polygon
583	0x158b648	0x565d46c	-67966216	0x1603bac	484	SceneResBuilding		polygon;polygon
584	0x158b654	0x565d470	-67966204	0x1603df4	284	SceneResLine	a;b	
585	0x158b660	0x565d474	-67966192	0x1603f74	844	SceneResGate	gateId;navFlag	polygon;polygon;line;line
586	0x158b66c	0x565d478	-67966180	0x1604324	292	SceneResVertice	x;y	
587	0x158b678	0x565d47c	-67966168	0x16044ac	484	SceneResBoundary		polygon;polygon
588	0x158b684	0x565d480	-67966156	0x16046f4	680	SceneResObject	layerGroupId;layerId;isDefualtLayer;shouldPreLoad;layerType	boundary;boundary
589	0x158b690	0x565d484	-67966144	0x1604a00	256	MapConfigAssetObject	resID	
590	0x158b69c	0x565d488	-67966132	0x1604b58	2192	MapResObject	isLoadWhiteModel;isTileBasedMap;isRealTimeFow;maxRealTimeRadius;limitedView;innerRadius;sectorAngle;fowGridSizeForRealTime;fowExtendDistance	anchorCfg;anchorCfg;mapConfigAssets;mapConfigAssets;layerSceneResList;layerSceneResList;radiusFixInfos;radiusFixInfos;tileConfig;tileConfig;infoPointData;infoPointData
591	0x158b6a8	0x565d48c	-67966120	0x160544c	1352	MapDataSet	centerPosition	mapRes;mapRes;_DC;_DC;mapNodesRes;mapNodesRes;preloadLayers;preloadLayers
592	0x158b6b4	0x565d490	-67966108	0x16059f8	996	MapNodeRes	position;forward;campID;nodeType;functionType;groupID	name;name;flowRes;flowRes
593	0x158b6c0	0x565d494	-67966096	0x1605e40	484	MapConfigResObject		mapNodes;mapNodes
594	0x158b6cc	0x565d498	-67966084	0x1606088	484	SimpleAnchorGroupData		simpleAnchors;simpleAnchors
595	0x158b6d8	0x565d49c	-67966072	0x16062d0	484	MapBlockAnchorData		blockGroups;blockGroups
596	0x158b6e4	0x565d4a0	-67966060	0x1606518	328	MapPointObj	type;line;battleCamp	
597	0x158b6f0	0x565d4a4	-67966048	0x16066c4	484	MapPointMgr		mapPointList;mapPointList
598	0x158b6fc	0x565d4a8	-67966036	0x160690c	528	MapPathPointObj	line	pathPointPos;pathPointPos
599	0x158b708	0x565d4ac	-67966024	0x1606b80	484	MapPathPointMgr		mapPointPathList;mapPointPathList
600	0x158b714	0x565d4b0	-67966012	0x1606dc8	1844	BattleMap_DC		mapPathPointMgr;mapPathPointMgr;mapPointMgr;mapPointMgr;mapBlockMgr;mapBlockMgr;simpleAnchorGroup;simpleAnchorGroup;actorAnchors;actorAnchors;mapNodesRes;mapNodesRes
601	0x158b720	0x565d4b4	-67966000	0x1607560	2240	BattleMap	mapIndex;centerPosition;battleID	battle;battle;m_parallelFlowMgr;m_parallelFlowMgr;_DC;_DC;_MapDataSet;_MapDataSet;mapNodeUnits;mapNodeUnits;mapLayerManager;mapLayerManager;mapGateManger;mapGateManger
602	0x158b72c	0x565d4b8	-67965988	0x1607e84	1424	BattleMonsterSpawner	beginStopTime;isStopCreateSoilder;curSoilderNum	anchorDatas;anchorDatas;tempAnchorList;tempAnchorList;anchorGroupList;anchorGroupList;anchorMgr;anchorMgr
603	0x158b738	0x565d4bc	-67965976	0x1608478	564	SimpleAnchorLevelData	positionList;forwardList	childAnchorGroupNameList;childAnchorGroupNameList
604	0x158b744	0x565d4c0	-67965964	0x1608710	484	SimpleAnchorData		simpleAnchorLevelDict;simpleAnchorLevelDict
605	0x158b750	0x565d4c4	-67965952	0x1608958	1028	SimpleAnchorMgr		simpleAnchorDic;simpleAnchorDic;simpleAnchorCfgs;simpleAnchorCfgs;anchorMgr;anchorMgr
606	0x158b75c	0x565d4c8	-67965940	0x1608dc0	960	MapBlockPointData	position;forward;lifeTime;assetType;audioDelay	prefab;prefab;audio;audio
607	0x158b768	0x565d4cc	-67965928	0x16091e4	852	MapBlockGroupData	obstacleConfigID;vlDestroyAsset	minimapPath;minimapPath;blockPoints;blockPoints
608	0x158b774	0x565d4d0	-67965916	0x160959c	872	MapBlockAnchorMgr	anchorCount;activeAnchorDic;blockAnchorDic	blockAnchorConfigList;blockAnchorConfigList;anchorMgr;anchorMgr
609	0x158b780	0x565d4d4	-67965904	0x1609968	1080	MapAnchorMgr	mapIndex	map;map;battle;battle;anchorMap;anchorMap
610	0x158b78c	0x565d4d8	-67965892	0x1609e04	484	MapAnchorComponent		anchor;anchor
611	0x158b798	0x565d4dc	-67965880	0x160a04c	484	SharedAnchor		rawValue;rawValue
612	0x158b7a4	0x565d4e0	-67965868	0x160a294	484	AnchorFlow		anchor;anchor
613	0x158b7b0	0x565d4e4	-67965856	0x160a4dc	756	MapAnchorFlowComponent		anchorFlow;anchorFlow;anchorParallelFlow;anchorParallelFlow
614	0x158b7bc	0x565d4e8	-67965844	0x160a834	1512	MapAnchor	id;mapAnchorType;anchorIdx;currentState;mapIndex	res;res;flowComponent;flowComponent;fsmComponent;fsmComponent;anchorMgr;anchorMgr
615	0x158b7c8	0x565d4ec	-67965832	0x160ae80	808	MonsterAnchorGroup	lastReFreshTime	anchorList;anchorList;nextRefreshAnchor;nextRefreshAnchor
616	0x158b7d4	0x565d4f0	-67965820	0x160b20c	364	MonsterAnchorActorInfo	actorCount;intervalWave;pauseWave;actorID	
617	0x158b7e0	0x565d4f4	-67965808	0x160b3dc	680	MapObjBase	id;position;forward;mapObjType;campType	nodeName;nodeName
618	0x158b7ec	0x565d4f8	-67965796	0x160b6e8	284	MapAnchorBase	flowRes;parallelFlowRes	
619	0x158b7f8	0x565d4fc	-67965784	0x160b868	600	MapActorPointObj_ApplyBuffInfo	buffOpenTimeLength;lastBuffOpenTime;isApplyBuff	applyBuffTrigger;applyBuffTrigger
620	0x158b804	0x565d500	-67965772	0x160bb24	364	ReplaceTriggerEvent	type;param;sourceIndex;replaceId	
621	0x158b810	0x565d504	-67965760	0x160bcf4	364	TriggerEvent	type;param;param2;operatorS	
622	0x158b81c	0x565d508	-67965748	0x160bec4	364	ActorInfo	actorCount;intervalWave;pauseWave;actorID	
623	0x158b828	0x565d50c	-67965736	0x160c094	716	MapActorPointObj_LeashConfig	ID;leashRangeCenter;leashRangeInnerRadius;leashRangeRadius;leashRangeAngle;leashRangeForward	leashIndicatorAlphaCurve;leashIndicatorAlphaCurve
624	0x158b834	0x565d510	-67965724	0x160c3c4	None	MapActorPointObj	camp;areaCamp;line;defenceLayer;anchorType;poiType;refreshType;indicatorType;anchorGroupID;refreshAtFirst;isShowBornTime;isShowLeaveTime;isHideBornLeaveProgressBorder;isHideGroupIconCheckVisible;dieRefreshIgnoreSummonChild;isRandomBornPos;isMiniMapAnchorGroup;bEnableRandomGroup;enablePreShowIcon;useLeashRange;isNeedIndicator;indicatorBuffCheckID;maxShowTime;maxCountDownCircleTime;maxGreyIconShowTime;showBornDelayTime;groupIdForAnalysis;plantAnalysisId;poiRadius;interval;startTime;intervalInOneWave;buffOpenTimeLength;leashRangeInnerRadius;leashRangeRadius;leashRangeAngle;leashRangeForward;indicatorTriggerRadius;indicatorRadius;indicatorAlpha;isForceForward;forceForwardPos	leashIndicatorAlphaCurve;leashIndicatorAlphaCurve;leashConfigList;leashConfigList;actorInfos
625	0x158b840	0x565d514	-67965712	0x160d234	256	SpawnRandomGroup	nextGenrateIndex	
626	0x158b84c	0x565d518	-67965700	0x160d38c	572	BattleCountdownMgr	countTime;battleBeginTime	battle;battle
627	0x158b858	0x565d51c	-67965688	0x160d62c	None	MonsterAnchor	changePathRegistered;killInfoRegistered;isAllDie;isApplyBuff;isPrecondition;currentRandomIndex;actorIndex;timeNeedToDie;showTimePercent;showBornOrDieTime;lastBuffOpenTime;lastFreshTime;lastBornTime;lastTriggerAllDieTime;timeNeedToBorn;enableRandomGroup;nextSpawnMonsterID;leashConfigIndex	countDownMgr;countDownMgr;myTeam;myTeam;randomGroup;randomGroup;mapActorPoint;mapActorPoint;tempActorList;tempActorList;cacheActorEventAnchors;cacheActorEventAnchors
628	0x158b864	0x565d520	-67965676	0x160e3d8	292	CommercialInfoDisguseItemInfo	itemID;intParmValue1	
629	0x158b870	0x565d524	-67965664	0x160e560	400	BattlePlayerCommercialItem	itemID;totalCount;relatedID;relatedType;currentUseCount	
630	0x158b87c	0x565d528	-67965652	0x160e754	536	BattlePlayerCommercialInfo	curInteractiveSkillDisguiseItemId	disguiseItemDic;disguiseItemDic
631	0x158b888	0x565d52c	-67965640	0x160e9d0	328	ExtraBattleHeroInfo	heroId;skinId;aiTag	
632	0x158b894	0x565d530	-67965628	0x160eb7c	716	BattlePlayerHeroReborn	isHeroBorned;isWait2Live;isWaitDestroy;timeToReborn;lastDiedTime;reviveTime	player;player
633	0x158b8a0	0x565d534	-67965616	0x160eeac	472	BattleWardInfo	objId;createBattleTime;destroyBattleTime;dieReason;wardType;wardPosition;visionScore	
634	0x158b8ac	0x565d538	-67965604	0x160f0e8	528	BattlePlayerWardData	totalScore	wardInfo;wardInfo
635	0x158b8b8	0x565d53c	-67965592	0x160f35c	484	BattleAllyInteractiveData		allyInteractiveDataDic;allyInteractiveDataDic
636	0x158b8c4	0x565d540	-67965580	0x160f5a4	484	BattlePlayerInteractiveData		allyInteractiveData;allyInteractiveData
637	0x158b8d0	0x565d544	-67965568	0x160f7ec	572	BattleScoringApplyBuffItem	skillUseGuid;skillUseCount	buffTypeDic;buffTypeDic
638	0x158b8dc	0x565d548	-67965556	0x160fa8c	292	BattleScoringToEnemyData	roleID;singleKillCount	
639	0x158b8e8	0x565d54c	-67965544	0x160fc14	364	BattlePlayerDamageDetails	totalDamage;physicalDamage;magicDamage;realDamage	
640	0x158b8f4	0x565d550	-67965532	0x160fde4	None	BattlePlayerScoringData	damageValueToHero;phyDamage;magicDamage;recvDamageFromAll;recvDamageFromHero;damageValueToAll;damageValueToBuilding;magicHurtToHero;phyHurtToHero;realHurtToHero;towerDamage;damageToSolider;damageToMonster;damageByTower;damageBySolider;damageByMonster;damageMitigatedAfterModification;armorMagicMitigatedDamage;armorReducedDamage;magicResistMitigatedDamage;killElderDragons;maxTrailKillNum;killRedBuff;killMinionAssists;assists;totalDie;heroKilltotalDie;totalKill;totalKillAI;firstBlood;firstBloodHeroId;firstAssistBlood;hangLevel;hangTime;simpleHangTime;killBlueBuff;maxContAssisTimes;assistsWhenLive;killMonsterAll;killLargeMonsters;fiveKill;sixKill;lengendary;killMonsters;fourKill;killSoldiers;killNexus;tripleKill;killBigDragons;maxContKillTimes;killTowers;contKillTimes;lowHpKillNum;mvp;participateBlueBuff;doubleKill;feedLevel;killMonsterGromp;killMonsterWolf;killMonsterScuttler;killEpicMonster;killNormalEarthDragon;killNormalFireDragon	
641	0x158b900	0x565d554	-67965520	0x1613380	508	BattlePlayerStatistic_ExpStatistic	fromHero;fromSoldier;fromGrow;fromTower;fromNormalMonster;fromLargeMonster;fromEpicMonster;fromOther	
642	0x158b90c	0x565d558	-67965508	0x16135e0	1480	BattlePlayerStatistic_MoneyStatistic	fromAll;fromKill;fromAssist;fromSoliderKill;fromSoliderShare;fromGrow;fromTower;fromNormalMonster;fromLargeMonster;fromMyMonster;fromEnemyMonster;farmPhaseFromEnemyMonster;fromEpicMonster;fromOther;fromShare;fromStrategicPoint;fromBigDragon;fromSmallDragon;fromRiftHerald;fromExtraLowestGoldAward;fromTowerPlate;fromTowerPlateCount;fromGhost;supportEquip_Normal;supportEquip_Task;fromHexRex;fromHexBaron;fromHexCannon;fromHexPoro;fromHexBox;fromMushroom;fromSystem;apartFromSP;earnSoliderMoneySampleData;getMoneySpeedInSampleInternal	
643	0x158b918	0x565d55c	-67965496	0x1613c0c	484	BattlePlayerStatistic		_battleHero;_battleHero
644	0x158b924	0x565d560	-67965484	0x1613e54	1444	HangUpMgr_HangUpInfo	isHangupHintProcessed;isHangupBroadcastEnterProcessed;isHangupBroadcastQuitProcessed;eHangupRuleValue;oldCurHangupTime;newCurHangupTime;oldTotalHangupTime;newTotalHangupTime;totalHangupTime;continuousHangupTime;AFKOfflineBuffTime;voteState;newHangupEnterInfoIndex;recordNewAFKTimeListIndex;isRemakeHangUp;isAiManaging;isNoOperating;lastOfflineState;curNoInputTime;isAiManageRecallProcessed;isAiManageVoteProcessed;aiManageProcessType;aiManageVoteProcessType;triggerAIManageTimes;offlineTime;aiControlTime;noOperationHangupTime;cherryPunishFlag;cherryCurRoundAliveTime;kickOffFlag;haveRemakeTips;hangUpManagePlayer;isMuteTakeOver;muteTakeOverTag	
645	0x158b930	0x565d564	-67965472	0x161445c	328	SkillDefaultRangeStrengthen_SkillTypeData	skillType;addValue;incValue	
646	0x158b93c	0x565d568	-67965460	0x1614608	484	SkillDefaultRangeStrengthenData		typeDatas;typeDatas
647	0x158b948	0x565d56c	-67965448	0x1614850	292	ActorComponentPostureAnim	disableCount;actived	
648	0x158b954	0x565d570	-67965436	0x16149d8	572	AttrBEUnit	modRate;modValue	cacheBuff;cacheBuff
649	0x158b960	0x565d574	-67965424	0x1614c78	400	GlobalChaosZoneAttrData	maxHpMul;maxHpAdd;tenacity;armourAdd;magicDefAdd	
650	0x158b96c	0x565d578	-67965412	0x1614e6c	328	HoldSelectSkillGemData	unique;count;quality	
651	0x158b978	0x565d57c	-67965400	0x1615018	256	SelectSkillGemData	uniqueRound	
652	0x158b984	0x565d580	-67965388	0x1615170	400	GemData	slotIndex;quality;skillGemCategoryID;bCommon;weight	
653	0x158b990	0x565d584	-67965376	0x1615364	484	PreparedSkillGemData		preparedGemDatas;preparedGemDatas
654	0x158b99c	0x565d588	-67965364	0x16155ac	564	ActorComponentChaosZone	preparedSlotGems;preparedCommonGems	holdSelectGems;holdSelectGems
655	0x158b9a8	0x565d58c	-67965352	0x1615844	364	EquipmentForgeRequest	quality;requireEquipTags;excludeActiveEquip;sourceType	
656	0x158b9b4	0x565d590	-67965340	0x1615a14	544	EquipmentForgeOption	id;equip1;equip2;equip3;isRainbow;requestQuality;requestRequireEquipTags;requestExcludeActiveEquip;sourceType	
